datMyth.PTP	0	0	<EMPTY>	RESERVE{0A}神話 
datMyth.PTP	164	0	<EMPTY>	「高い館の主」という{0A}名の魔王。豊穣を司る{0A}シリアの主神バアルが{0A}姿を変えて成ったとさ{0A}れる。{0A}死を司る者であり、霊{0A}魂を導く能力を有して{0A}いる。その力ゆえに崇{0A}拝する人間も多くいた{0A}という。	；名字的意思为「高馆{0A}之王」的魔王。被认{0A}为是，掌管丰饶的叙{0A}利亚主神巴尔演变而{0A}来的。它是掌管死亡{0A}者，同时也有引领灵{0A}魂的能力。由于这种{0A}力量，过去曾有许多{0A}人崇拜它。
datMyth.PTP	165	0	<EMPTY>	インド神話に伝わる、{0A}伝説上の鳥。名は「美{0A}しい翼を持つ者」の意。{0A}羽ばたきによって自在{0A}に風を起こす事ができ、{0A}また体の大きさを自由{0A}に変える事も出来ると{0A}いう。	；印度神话中仅见于传{0A}说中的鸟。其名为{0A}「拥有美丽的羽翼者」{0A}之意。靠着拍动翅膀{0A}便能引起风的吹拂，{0A}同时也能改变身体的{0A}大小。
datMyth.PTP	166	0	<EMPTY>	悪魔の王になったと伝{0A}えられるユダヤ教·キ{0A}リスト教の堕天使。{0A}神に次ぐ地位にあった{0A}が、自らの�りから天{0A}使の三分の一を率いて{0A}反乱を起こし、神の軍{0A}勢に討たれた。再び神{0A}に挑み打ち負かす時を{0A}魔界で待つという。	；犹太教与基督教中的{0A}堕天使，堕落后成为{0A}了恶魔之王。原本居{0A}于仅此神的地位，却{0A}因此骄傲自大，率领{0A}三分之一的天使叛变，{0A}最后败于神的军队手{0A}下。据说它在魔界等{0A}待着再度挑战神的时{0A}机到来。
datMyth.PTP	167	0	<EMPTY>	世界樹イグドラシルの{0A}根に棲みついてるとさ{0A}れる北欧神話の悪龍。{0A}一緒に住むたくさんの{0A}邪悪な蛇たちを統べる{0A}という。{0A}神々の最終戦争·ラグ{0A}ナロクの後も、流れ着{0A}いた死体を食い、生き{0A}延びるという。	；北欧神话中栖息于世{0A}界树根部的恶龙。它{0A}统领着一起栖息在那{0A}里的大量邪恶蛇群。{0A}据说在诸神的最后之{0A}战诸神黄昏结束后，{0A}它仍靠着啃食漂流至{0A}该处的尸体而存活下{0A}来。
datMyth.PTP	168	0	<EMPTY>	ビシャモンテンの同族、{0A}八大夜叉王の一つ。{0A}夜叉王、四天王、阿修{0A}羅などのあらゆる面々{0A}を仏陀入滅に際して集{0A}め、仏教への帰依を誓{0A}わせた。	；毗沙门天的同族，八{0A}大夜叉王之一。佛陀{0A}入灭时，他召集了夜{0A}叉王、四天王、阿修{0A}罗等所有成员，让他{0A}们宣誓皈依佛教。
datMyth.PTP	169	0	<EMPTY>	多くの人々と�を結ぶ{0A}ことで、深化した心の{0A}海から、再び産み落と{0A}されたオルフェウス。{0A}あらゆる可能性を秘め{0A}た"無"として覚醒し{0A}た。	；因与多人结下羁绊，{0A}从心之海更深处再次{0A}被诞下的俄耳甫斯。{0A}作为拥有一切可能性{0A}的“无”而觉醒。
datMyth.PTP	170	0	<EMPTY>	RESERVE{0A}神話 
datMyth.PTP	171	0	<EMPTY>	RESERVE{0A}神話 
datMyth.PTP	172	0	<EMPTY>	RESERVE{0A}神話 
datMyth.PTP	173	0	<EMPTY>	RESERVE{0A}神話 
datMyth.PTP	174	0	<EMPTY>	RESERVE{0A}神話 
datMyth.PTP	175	0	<EMPTY>	RESERVE{0A}神話 
datMyth.PTP	176	0	<EMPTY>	RESERVE{0A}神話 
datMyth.PTP	177	0	<EMPTY>	RESERVE{0A}神話 
datMyth.PTP	178	0	<EMPTY>	RESERVE{0A}神話 
datMyth.PTP	179	0	<EMPTY>	RESERVE{0A}神話 
datMyth.PTP	180	0	<EMPTY>	RESERVE{0A}神話 
datMyth.PTP	181	0	<EMPTY>	RESERVE{0A}神話 
datMyth.PTP	182	0	<EMPTY>	RESERVE{0A}神話 
datMyth.PTP	183	0	<EMPTY>	RESERVE{0A}神話 
datMyth.PTP	184	0	<EMPTY>	RESERVE{0A}神話 
datMyth.PTP	185	0	<EMPTY>	RESERVE{0A}神話 
datMyth.PTP	186	0	<EMPTY>	RESERVE{0A}神話 
datMyth.PTP	187	0	<EMPTY>	RESERVE{0A}神話 
datMyth.PTP	188	0	<EMPTY>	RESERVE{0A}神話 
datMyth.PTP	189	0	<EMPTY>	RESERVE{0A}神話 
datMyth.PTP	190	0	<EMPTY>	RESERVE{0A}神話 
datMyth.PTP	191	0	<EMPTY>	RESERVE{0A}神話 
datMyth.PTP	192	0	<EMPTY>	RESERVE{0A}神話 
datMyth.PTP	193	0	<EMPTY>	RESERVE{0A}神話 
datMyth.PTP	194	0	<EMPTY>	RESERVE{0A}神話 
datMyth.PTP	195	0	<EMPTY>	RESERVE{0A}神話 
datMyth.PTP	196	0	<EMPTY>	RESERVE{0A}神話 
datMyth.PTP	197	0	<EMPTY>	RESERVE{0A}神話 
datMyth.PTP	198	0	<EMPTY>	RESERVE{0A}神話 
datMyth.PTP	199	0	<EMPTY>	RESERVE{0A}神話 
